id,question,answer,issue_id
20240,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10187885
20241,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,10187885
20242,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10187885
20235,"What is the nature of the issue?  ",Speeding,10187910
20236,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Too much speeding due to surrounding streets already have speed bumps",10187910
20237,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","All day and night",10187910
20238,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10187910
20231,"What is the nature of the issue?  ",Speeding,10188005
20232,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10188005
20233,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Anytime of day or night including school hours",10188005
20234,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10188005
20227,"What is the nature of the issue?  ","Car traveling in bike lane",10188067
20228,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10188067
20229,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",everyday,10188067
20230,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10188067
20223,"What is the nature of the issue?  ","None of the above (see below)",10189867
20224,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10189867
20225,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","At all times of the day.",10189867
20226,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",10189867
20219,"What is the nature of the issue?  ","None of the above (see below)",10196812
20220,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",10196812
20221,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.",daily,10196812
